,original prompts,pos tagged prompt
9705,black Zara boots - black H&M bag - black Zara shorts - black H&M sunglasses,"[('black', 'JJ'), ('zara', 'NN'), ('boots', 'SYM'), ('-', ':'), ('black', 'JJ'), ('h', 'NN'), ('&', 'CC'), ('m', 'NN'), ('bag', 'NN'), ('-', ':'), ('black', 'JJ'), ('zara', 'NN'), ('shorts', 'VBZ'), ('-', ':'), ('black', 'JJ'), ('h', 'NN'), ('&', 'CC'), ('m', 'NN'), ('sunglasses', 'NNS')]"
9706,Men's adidas Pink THE PLAYERS Ultimate 365 Polo,"[('men', 'NNS'), (""'s"", 'POS'), ('adidas', 'NN'), ('pink', 'VBP'), ('the', 'DT'), ('players', 'NNS'), ('ultimate', 'VBP'), ('365', 'CD'), ('polo', 'NN')]"
9707,NEW PIÑATEX® EM MINI VIDA  / FANNYPACK & CLUTCH,"[('new', 'JJ'), ('piñatex®', 'NN'), ('em', 'NN'), ('mini', 'NN'), ('vida', 'NN'), ('/', 'NNP'), ('fannypack', 'NN'), ('&', 'CC'), ('clutch', 'NN')]"
9708,Rodriguez - Coming From Reality (Vinyl),"[('rodriguez', 'LS'), ('-', ':'), ('coming', 'VBG'), ('from', 'IN'), ('reality', 'NN'), ('(', '('), ('vinyl', 'NN'), (')', ')')]"
9709,Maria Nila Minerals Shale Strong Wax 100ml,"[('maria', 'NN'), ('nila', 'JJ'), ('minerals', 'NNS'), ('shale', 'VBP'), ('strong', 'JJ'), ('wax', 'NN'), ('100ml', 'CD')]"
9710,Porcupine Mountains,"[('porcupine', 'NN'), ('mountains', 'NNS')]"
9711,Lot of 16 Different Vintage Foreign World Currency Paper Money Bank Notes Bills,"[('lot', 'NN'), ('of', 'IN'), ('16', 'CD'), ('different', 'JJ'), ('vintage', 'NN'), ('foreign', 'JJ'), ('world', 'NN'), ('currency', 'NN'), ('paper', 'NN'), ('money', 'NN'), ('bank', 'NN'), ('notes', 'NNS'), ('bills', 'NNS')]"
9712,2021 NauticStar Boats 195 XTS  located in Rockledge,"[('2021', 'CD'), ('nauticstar', 'NN'), ('boats', 'NNS'), ('195', 'CD'), ('xts', 'NNS'), ('located', 'VBN'), ('in', 'IN'), ('rockledge', 'NN')]"
9713,"Cute girl is eating cherries, isolated over white","[('cute', 'NN'), ('girl', 'NN'), ('is', 'VBZ'), ('eating', 'VBG'), ('cherries', 'NNS'), (',', ','), ('isolated', 'VBN'), ('over', 'IN'), ('white', 'JJ')]"
9714,AW01148D-Feel-Good-published-cover.jpg,"[('aw01148d-feel-good-published-cover.jpg', 'NN')]"
9715,Swivel Velvet Office Chair,"[('swivel', 'NN'), ('velvet', 'NN'), ('office', 'NN'), ('chair', 'NN')]"
9716,"Cover for MAD (EC, 1952 series) #419","[('cover', 'NN'), ('for', 'IN'), ('mad', 'JJ'), ('(', '('), ('ec', 'NN'), (',', ','), ('1952', 'CD'), ('series', 'NN'), (')', ')'), ('#', '#'), ('419', 'CD')]"
9717,High Quality Jumpers 2018 Autumn Winter Casual Knitwear Women Sexy Sheer Polka Dot Print Patchwork Flare Sleeve Knitted Pullover,"[('high', 'JJ'), ('quality', 'NN'), ('jumpers', 'NNS'), ('2018', 'CD'), ('autumn', 'NN'), ('winter', 'NN'), ('casual', 'JJ'), ('knitwear', 'JJ'), ('women', 'NNS'), ('sexy', 'VBP'), ('sheer', 'NN'), ('polka', 'NN'), ('dot', 'NN'), ('print', 'NN'), ('patchwork', 'NN'), ('flare', 'NN'), ('sleeve', 'NN'), ('knitted', 'VBD'), ('pullover', 'NN')]"
9718,Texas Neurology Rehabilitation Center,"[('texas', 'NN'), ('neurology', 'NN'), ('rehabilitation', 'NN'), ('center', 'NN')]"
9719,Common Jasmine or Jasminum officinale vintage engraving — ストックベクタ,"[('common', 'JJ'), ('jasmine', 'NN'), ('or', 'CC'), ('jasminum', 'NN'), ('officinale', 'JJ'), ('vintage', 'NN'), ('engraving', 'VBG'), ('—', 'NNP'), ('ストックベクタ', 'NN')]"
9720,Shiki: Part 1  (Limited Edition Blu-ray/DVD Combo),"[('shiki', 'NN'), (':', ':'), ('part', 'NN'), ('1', 'CD'), ('(', '('), ('limited', 'JJ'), ('edition', 'NN'), ('blu-ray/dvd', 'JJ'), ('combo', 'NN'), (')', ')')]"
9721,The lorry in the Berlin terror attack,"[('the', 'DT'), ('lorry', 'NN'), ('in', 'IN'), ('the', 'DT'), ('berlin', 'NN'), ('terror', 'NN'), ('attack', 'NN')]"
9722,Adult Color Blocked Pack-N-Go® Pullover,"[('adult', 'NN'), ('color', 'NN'), ('blocked', 'VBD'), ('pack-n-go®', 'JJ'), ('pullover', 'NN')]"
9723,Black-necked Stilt On Eggs,"[('black-necked', 'JJ'), ('stilt', 'NN'), ('on', 'IN'), ('eggs', 'NNS')]"
9724,Disney Plus UI Image,"[('disney', 'NN'), ('plus', 'CC'), ('ui', 'JJ'), ('image', 'NN')]"
9725,Womens Icebreaker Tech Lite Short Sleeve Scoop 1000 Lines,"[('womens', 'NNS'), ('icebreaker', 'NN'), ('tech', 'IN'), ('lite', 'JJ'), ('short', 'JJ'), ('sleeve', 'NN'), ('scoop', 'NN'), ('1000', 'CD'), ('lines', 'NNS')]"
9726,"Behind-the-ear hearing aid icon. Flat design, long shadow. Ear wearing deaf-aid. Could be used as illustration of deaf problem or hearing loss. Vector art, eps 10. - stock vector","[('behind-the-ear', 'JJ'), ('hearing', 'NN'), ('aid', 'NN'), ('icon', 'NN'), ('.', '.'), ('flat', 'JJ'), ('design', 'NN'), (',', ','), ('long', 'JJ'), ('shadow', 'NN'), ('.', '.'), ('ear', 'JJ'), ('wearing', 'VBG'), ('deaf-aid', 'NN'), ('.', '.'), ('could', 'MD'), ('be', 'VB'), ('used', 'VBN'), ('as', 'IN'), ('illustration', 'NN'), ('of', 'IN'), ('deaf', 'NN'), ('problem', 'NN'), ('or', 'CC'), ('hearing', 'NN'), ('loss', 'NN'), ('.', '.'), ('vector', 'JJ'), ('art', 'NN'), (',', ','), ('eps', 'VBZ'), ('10', 'CD'), ('.', '.'), ('-', ':'), ('stock', 'NN'), ('vector', 'NN')]"
9727,"Tennessee Volunteers forward Derek Reese stretches out for a defensive rebound during the second half.  Florida Gators vs Tennessee Vols.  February 28th, 2015. Gator Country photo by David Bowie.","[('tennessee', 'NN'), ('volunteers', 'NNS'), ('forward', 'RB'), ('derek', 'VBP'), ('reese', 'JJ'), ('stretches', 'NNS'), ('out', 'RP'), ('for', 'IN'), ('a', 'DT'), ('defensive', 'JJ'), ('rebound', 'NN'), ('during', 'IN'), ('the', 'DT'), ('second', 'JJ'), ('half', 'NN'), ('.', '.'), ('florida', 'JJ'), ('gators', 'NNS'), ('vs', 'VBP'), ('tennessee', 'NN'), ('vols', 'NNS'), ('.', '.'), ('february', 'JJ'), ('28th', 'CD'), (',', ','), ('2015.', 'CD'), ('gator', 'NN'), ('country', 'NN'), ('photo', 'NN'), ('by', 'IN'), ('david', 'JJ'), ('bowie', 'NN'), ('.', '.')]"
9728,The Wrong Son,"[('the', 'DT'), ('wrong', 'JJ'), ('son', 'NN')]"
9729,Photo taken at Willowbrook Mall Food Court by Crystal W. on 7/13/2015,"[('photo', 'NN'), ('taken', 'VBN'), ('at', 'IN'), ('willowbrook', 'NN'), ('mall', 'NN'), ('food', 'NN'), ('court', 'NN'), ('by', 'IN'), ('crystal', 'JJ'), ('w.', 'NN'), ('on', 'IN'), ('7/13/2015', 'CD')]"
9730,"My Upcoming Recipe Book | Low-Carb, So Simple!","[('my', 'PRP$'), ('upcoming', 'JJ'), ('recipe', 'JJ'), ('book', 'NN'), ('|', 'NNP'), ('low-carb', 'NN'), (',', ','), ('so', 'RB'), ('simple', 'JJ'), ('!', '.')]"
9731,Khanjar Shockwave Hose BLUE,"[('khanjar', 'NNS'), ('shockwave', 'VBP'), ('hose', 'JJ'), ('blue', 'NN')]"
9732,Chrissy Belt Black & Silver - Alexa Nice,"[('chrissy', 'NN'), ('belt', 'VBD'), ('black', 'JJ'), ('&', 'CC'), ('silver', 'JJ'), ('-', ':'), ('alexa', 'NN'), ('nice', 'JJ')]"
9733,"So excited for EVERYONE at Modern Family (well, especially Eric)","[('so', 'RB'), ('excited', 'JJ'), ('for', 'IN'), ('everyone', 'NN'), ('at', 'IN'), ('modern', 'JJ'), ('family', 'NN'), ('(', '('), ('well', 'RB'), (',', ','), ('especially', 'RB'), ('eric', 'JJ'), (')', ')')]"
9734,epsolar_charge_controller,"[('epsolar_charge_controller', 'NN')]"
9735,Fathers day dad & son fishing thank you hats,"[('fathers', 'NNS'), ('day', 'NN'), ('dad', 'VBP'), ('&', 'CC'), ('son', 'VBP'), ('fishing', 'VBG'), ('thank', 'NN'), ('you', 'PRP'), ('hats', 'VBP')]"
9736,Mark Fisher Fitness - Hell's Kitchen,"[('mark', 'NN'), ('fisher', 'NN'), ('fitness', 'NN'), ('-', ':'), ('hell', 'NN'), (""'s"", 'POS'), ('kitchen', 'NN')]"
9737,Peace On Earth Greetings With Doves  Mini Art Print,"[('peace', 'NN'), ('on', 'IN'), ('earth', 'JJ'), ('greetings', 'NNS'), ('with', 'IN'), ('doves', 'NNS'), ('mini', 'VBP'), ('art', 'RB'), ('print', 'NN')]"
9738,"Signed Robbie Fowler Ball, Liverpool Fc Football + *Photo Proof*","[('signed', 'VBN'), ('robbie', 'NN'), ('fowler', 'NN'), ('ball', 'NN'), (',', ','), ('liverpool', 'NN'), ('fc', 'NN'), ('football', 'NN'), ('+', 'NNP'), ('*', 'NNP'), ('photo', 'NN'), ('proof', 'NN'), ('*', 'NN')]"
9739,RESONATOR GUITAR PICKUP with FLEXIBLE MICRO-GOOSE NECK by Myers Pickups ~ See it in ACTION! Copy ...,"[('resonator', 'NN'), ('guitar', 'NN'), ('pickup', 'NN'), ('with', 'IN'), ('flexible', 'JJ'), ('micro-goose', 'JJ'), ('neck', 'NN'), ('by', 'IN'), ('myers', 'NNS'), ('pickups', 'NNS'), ('~', 'VBP'), ('see', 'VB'), ('it', 'PRP'), ('in', 'IN'), ('action', 'NN'), ('!', '.'), ('copy', 'NN'), ('...', ':')]"
9740,"China and Cybersecurity: Espionage, S...","[('china', 'NN'), ('and', 'CC'), ('cybersecurity', 'NN'), (':', ':'), ('espionage', 'NN'), (',', ','), ('s', 'NN'), ('...', ':')]"
9741,Waterbending Firebending Earthbending Airbending Super powers!,"[('waterbending', 'VBG'), ('firebending', 'VBG'), ('earthbending', 'VBG'), ('airbending', 'VBG'), ('super', 'JJ'), ('powers', 'NNS'), ('!', '.')]"
9742,Rain prevented Australian star Ellyse Perry making her comeback from injury at the women's Big Bash League,"[('rain', 'NN'), ('prevented', 'VBD'), ('australian', 'JJ'), ('star', 'NN'), ('ellyse', 'NN'), ('perry', 'NN'), ('making', 'VBG'), ('her', 'PRP$'), ('comeback', 'NN'), ('from', 'IN'), ('injury', 'NN'), ('at', 'IN'), ('the', 'DT'), ('women', 'NNS'), (""'s"", 'POS'), ('big', 'JJ'), ('bash', 'NN'), ('league', 'NN')]"
9743,Flat braided drawcord with silicone tips for garments,"[('flat', 'JJ'), ('braided', 'VBD'), ('drawcord', 'NN'), ('with', 'IN'), ('silicone', 'NN'), ('tips', 'NNS'), ('for', 'IN'), ('garments', 'NNS')]"
9744,Vestel 4K Smart 50UB8300 127 Ekran Led Tv (50 inç),"[('vestel', 'NN'), ('4k', 'CD'), ('smart', 'JJ'), ('50ub8300', 'CD'), ('127', 'CD'), ('ekran', 'NN'), ('led', 'VBD'), ('tv', 'NN'), ('(', '('), ('50', 'CD'), ('inç', 'NN'), (')', ')')]"
9745,Is this the most peaceful place on Earth? Hallstatt ...,"[('is', 'VBZ'), ('this', 'DT'), ('the', 'DT'), ('most', 'RBS'), ('peaceful', 'JJ'), ('place', 'NN'), ('on', 'IN'), ('earth', 'NN'), ('?', '.'), ('hallstatt', 'NN'), ('...', ':')]"
9746,Smooth Chrysoprase with Chrysoprase and Pearls,"[('smooth', 'JJ'), ('chrysoprase', 'NN'), ('with', 'IN'), ('chrysoprase', 'NN'), ('and', 'CC'), ('pearls', 'NN')]"
9747,Princess Castle Blocks Tooky Toy,"[('princess', 'NN'), ('castle', 'NN'), ('blocks', 'NNS'), ('tooky', 'VBP'), ('toy', 'NN')]"
9748,1998 yamaha xj 600 n pics specs and information. Black Bedroom Furniture Sets. Home Design Ideas,"[('1998', 'CD'), ('yamaha', 'NN'), ('xj', 'VBD'), ('600', 'CD'), ('n', 'JJ'), ('pics', 'NNS'), ('specs', 'NN'), ('and', 'CC'), ('information', 'NN'), ('.', '.'), ('black', 'JJ'), ('bedroom', 'NN'), ('furniture', 'NN'), ('sets', 'NNS'), ('.', '.'), ('home', 'NN'), ('design', 'NN'), ('ideas', 'NNS')]"
9749,8 Steps in Handling a Page Fault,"[('8', 'CD'), ('steps', 'NNS'), ('in', 'IN'), ('handling', 'VBG'), ('a', 'DT'), ('page', 'NN'), ('fault', 'NN')]"
9750,Drake´s patchwork design in a soft wool quality. Simply lovely earthy tones. 100% Wool Made in Italy 65cm x 190cm Drake´s Patchwork Print Wool Scarf / Brown and Navy,"[('drake´s', 'NN'), ('patchwork', 'NN'), ('design', 'NN'), ('in', 'IN'), ('a', 'DT'), ('soft', 'JJ'), ('wool', 'NN'), ('quality', 'NN'), ('.', '.'), ('simply', 'RB'), ('lovely', 'JJ'), ('earthy', 'JJ'), ('tones', 'NNS'), ('.', '.'), ('100', 'CD'), ('%', 'NN'), ('wool', 'NN'), ('made', 'VBN'), ('in', 'IN'), ('italy', 'JJ'), ('65cm', 'CD'), ('x', '$'), ('190cm', 'CD'), ('drake´s', 'JJ'), ('patchwork', 'NN'), ('print', 'NN'), ('wool', 'NN'), ('scarf', 'NN'), ('/', 'NNP'), ('brown', 'NN'), ('and', 'CC'), ('navy', 'JJ')]"
9751,1907 $20 Liberty Head Double Eagle Gold Coin PCGS MS61,"[('1907', 'CD'), ('$', '$'), ('20', 'CD'), ('liberty', 'JJ'), ('head', 'NN'), ('double', 'JJ'), ('eagle', 'NN'), ('gold', 'NN'), ('coin', 'NN'), ('pcgs', 'NN'), ('ms61', 'NN')]"
9752,Free Happy Children With Arms And Sit In Row On Bench Stock Photos - 43446493,"[('free', 'JJ'), ('happy', 'JJ'), ('children', 'NNS'), ('with', 'IN'), ('arms', 'NNS'), ('and', 'CC'), ('sit', 'NN'), ('in', 'IN'), ('row', 'NN'), ('on', 'IN'), ('bench', 'NN'), ('stock', 'NN'), ('photos', 'NNS'), ('-', ':'), ('43446493', 'CD')]"
9753,"Roth, Philip The Humbling","[('roth', 'NN'), (',', ','), ('philip', 'VBP'), ('the', 'DT'), ('humbling', 'NN')]"
9754,364pcs Knights Axl's Rumble Maker Model Building Blocks 14034 Assemble Bricks Children Toys Games Nexus Compatible With Lego rumble roses xx купить спб,"[('364pcs', 'CD'), ('knights', 'NNS'), ('axl', 'NN'), (""'s"", 'POS'), ('rumble', 'JJ'), ('maker', 'NN'), ('model', 'NN'), ('building', 'NN'), ('blocks', 'NNS'), ('14034', 'CD'), ('assemble', 'JJ'), ('bricks', 'NNS'), ('children', 'NNS'), ('toys', 'VBZ'), ('games', 'NNS'), ('nexus', 'RB'), ('compatible', 'JJ'), ('with', 'IN'), ('lego', 'NN'), ('rumble', 'JJ'), ('roses', 'NNS'), ('xx', 'VBP'), ('купить', 'JJ'), ('спб', 'NN')]"
9755,"""30"""" Microwave Trim Kit - Black""","[('``', '``'), ('30', 'CD'), (""''"", ""''""), (""''"", ""''""), ('microwave', 'VBP'), ('trim', 'JJ'), ('kit', 'NN'), ('-', ':'), ('black', 'JJ'), (""''"", ""''"")]"
9756,Metadata data about data,"[('metadata', 'NNS'), ('data', 'NNS'), ('about', 'IN'), ('data', 'NNS')]"
9757,Orphans Alliance,"[('orphans', 'NNS'), ('alliance', 'NN')]"
9758,"FedEx Field, section: 418, row: 5, seat: 7","[('fedex', 'NN'), ('field', 'NN'), (',', ','), ('section', 'NN'), (':', ':'), ('418', 'CD'), (',', ','), ('row', 'NN'), (':', ':'), ('5', 'CD'), (',', ','), ('seat', 'NN'), (':', ':'), ('7', 'CD')]"
9759,Tierra Concepts Santa Fe Contemporary Kitchen,"[('tierra', 'NN'), ('concepts', 'VBZ'), ('santa', 'JJ'), ('fe', 'JJ'), ('contemporary', 'JJ'), ('kitchen', 'NN')]"
9760,Terra Cotta - Crew neck - Unlined - Dress,"[('terra', 'NN'), ('cotta', 'SYM'), ('-', ':'), ('crew', 'NN'), ('neck', 'SYM'), ('-', ':'), ('unlined', 'JJ'), ('-', ':'), ('dress', 'NN')]"
9761,ripples in blue water and ripples in sand,"[('ripples', 'NNS'), ('in', 'IN'), ('blue', 'JJ'), ('water', 'NN'), ('and', 'CC'), ('ripples', 'NNS'), ('in', 'IN'), ('sand', 'NN')]"
9762,Fard de ochi Seventeen Silky Shadow Base No  110,"[('fard', 'NN'), ('de', 'IN'), ('ochi', 'FW'), ('seventeen', 'JJ'), ('silky', 'JJ'), ('shadow', 'NN'), ('base', 'NN'), ('no', 'DT'), ('110', 'CD')]"
9763,A local feeds a bonfire with diesel fuel in northern Iceland.,"[('a', 'DT'), ('local', 'JJ'), ('feeds', 'NNS'), ('a', 'DT'), ('bonfire', 'NN'), ('with', 'IN'), ('diesel', 'NN'), ('fuel', 'NN'), ('in', 'IN'), ('northern', 'JJ'), ('iceland', 'NN'), ('.', '.')]"
9764,Laser cut earring | COVEN TURQ,"[('laser', 'NN'), ('cut', 'NN'), ('earring', 'VBG'), ('|', 'NNP'), ('coven', 'NN'), ('turq', 'NN')]"
9765,Image shows a book cover for Lucian's A True History. The cover is a black and white illustration of bodies in pain with trees and a skull like face hovering above them..,"[('image', 'NN'), ('shows', 'VBZ'), ('a', 'DT'), ('book', 'NN'), ('cover', 'NN'), ('for', 'IN'), ('lucian', 'JJ'), (""'s"", 'POS'), ('a', 'DT'), ('true', 'JJ'), ('history', 'NN'), ('.', '.'), ('the', 'DT'), ('cover', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('black', 'JJ'), ('and', 'CC'), ('white', 'JJ'), ('illustration', 'NN'), ('of', 'IN'), ('bodies', 'NNS'), ('in', 'IN'), ('pain', 'NN'), ('with', 'IN'), ('trees', 'NNS'), ('and', 'CC'), ('a', 'DT'), ('skull', 'NN'), ('like', 'IN'), ('face', 'NN'), ('hovering', 'VBG'), ('above', 'IN'), ('them', 'PRP'), ('..', 'VBP')]"
9766,Monarch Butterfly on Sunflower,"[('monarch', 'NN'), ('butterfly', 'NN'), ('on', 'IN'), ('sunflower', 'NN')]"
9767,Mr Muscle Toiletblok – Active Citrus 41gr,"[('mr', 'JJ'), ('muscle', 'NN'), ('toiletblok', 'NN'), ('–', 'NNP'), ('active', 'JJ'), ('citrus', 'NN'), ('41gr', 'CD')]"
9768,'Huge Fire Breaks Out at Scrapyard in Nottingham ',"[(""'huge"", 'JJ'), ('fire', 'NN'), ('breaks', 'NNS'), ('out', 'RP'), ('at', 'IN'), ('scrapyard', 'NN'), ('in', 'IN'), ('nottingham', 'NN'), (""'"", ""''"")]"
9769,Trees sit in a wetland,"[('trees', 'NNS'), ('sit', 'VBP'), ('in', 'IN'), ('a', 'DT'), ('wetland', 'NN')]"
9770,Toucan Talk Fabric - Tropical,"[('toucan', 'JJ'), ('talk', 'NN'), ('fabric', 'SYM'), ('-', ':'), ('tropical', 'JJ')]"
9771,"Lancer Ex 2.0 GLS, 2014 wonderful condition for quick sale hurry","[('lancer', 'NN'), ('ex', 'VBZ'), ('2.0', 'CD'), ('gls', 'NN'), (',', ','), ('2014', 'CD'), ('wonderful', 'JJ'), ('condition', 'NN'), ('for', 'IN'), ('quick', 'JJ'), ('sale', 'NN'), ('hurry', 'NN')]"
9772,Magento Layered Navigation Extension,"[('magento', 'NNS'), ('layered', 'VBD'), ('navigation', 'NN'), ('extension', 'NN')]"
9773,"Q65, The Best Of Q65: Nothing But Trouble 1966-68 (CD)","[('q65', 'NN'), (',', ','), ('the', 'DT'), ('best', 'JJS'), ('of', 'IN'), ('q65', 'NN'), (':', ':'), ('nothing', 'NN'), ('but', 'CC'), ('trouble', 'NN'), ('1966-68', 'JJ'), ('(', '('), ('cd', 'NN'), (')', ')')]"
9774,meal planner template | Monthly Meal Planner {click to enlarge},"[('meal', 'NN'), ('planner', 'NN'), ('template', 'NN'), ('|', 'NNP'), ('monthly', 'RB'), ('meal', 'VBD'), ('planner', 'NN'), ('{', '('), ('click', 'NN'), ('to', 'TO'), ('enlarge', 'VB'), ('}', ')')]"
9775,Pizza House Menu Flyer,"[('pizza', 'NN'), ('house', 'NN'), ('menu', 'NN'), ('flyer', 'NN')]"
9776,Fuuun Shinsengumi Bakumatsuden Portable | PPSSPP Android | Best Setting For Android #2,"[('fuuun', 'NN'), ('shinsengumi', 'NN'), ('bakumatsuden', 'NN'), ('portable', 'JJ'), ('|', 'NN'), ('ppsspp', 'NN'), ('android', 'JJ'), ('|', 'NN'), ('best', 'JJS'), ('setting', 'NN'), ('for', 'IN'), ('android', 'JJ'), ('#', '#'), ('2', 'CD')]"
9777,"""""""Bedford Home Aloe Green and White Poly Oversized Plush Woven Polyester Sherpa Fleece Solid Color Throw – Breathable and Machine Washable, 70"""""""" L x 60"""""""" W""""""","[('``', '``'), ('``', '``'), (""''"", ""''""), ('bedford', 'NN'), ('home', 'NN'), ('aloe', 'NN'), ('green', 'JJ'), ('and', 'CC'), ('white', 'JJ'), ('poly', 'NN'), ('oversized', 'VBD'), ('plush', 'JJ'), ('woven', 'RB'), ('polyester', 'NN'), ('sherpa', 'JJ'), ('fleece', 'NN'), ('solid', 'JJ'), ('color', 'NN'), ('throw', 'NN'), ('–', 'NNP'), ('breathable', 'JJ'), ('and', 'CC'), ('machine', 'NN'), ('washable', 'JJ'), (',', ','), ('70', 'CD'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), ('l', 'NN'), ('x', 'VBD'), ('60', 'CD'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), ('w', 'NN'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''"")]"
9778,Eden Gardens is the home ground for the...,"[('eden', 'JJ'), ('gardens', 'NNS'), ('is', 'VBZ'), ('the', 'DT'), ('home', 'NN'), ('ground', 'NN'), ('for', 'IN'), ('the', 'DT'), ('...', ':')]"
9779,Clearance Fashion Prints by Cherokee Women's Daydream Believer Print Scrub Top,"[('clearance', 'NN'), ('fashion', 'NN'), ('prints', 'NNS'), ('by', 'IN'), ('cherokee', 'JJ'), ('women', 'NNS'), (""'s"", 'POS'), ('daydream', 'NN'), ('believer', 'NN'), ('print', 'NN'), ('scrub', 'NN'), ('top', 'NN')]"
9780,Bring It - EP by Various Artists,"[('bring', 'VBG'), ('it', 'PRP'), ('-', ':'), ('ep', 'NN'), ('by', 'IN'), ('various', 'JJ'), ('artists', 'NNS')]"
9781,Applaws Cat Food 70g - Chicken in Broth - Chicken Breast 24 x 70g,"[('applaws', 'NNS'), ('cat', 'VBP'), ('food', 'NN'), ('70g', 'CD'), ('-', ':'), ('chicken', 'NN'), ('in', 'IN'), ('broth', 'DT'), ('-', ':'), ('chicken', 'NN'), ('breast', 'NN'), ('24', 'CD'), ('x', 'NN'), ('70g', 'CD')]"
9782,Cecille BNIB UK 5 Exquisite Stiletto Heels Patent Cream Leather Eve Shoes EU 38,"[('cecille', 'NN'), ('bnib', 'NN'), ('uk', 'JJ'), ('5', 'CD'), ('exquisite', 'JJ'), ('stiletto', 'NN'), ('heels', 'NNS'), ('patent', 'VBP'), ('cream', 'NN'), ('leather', 'NN'), ('eve', 'NN'), ('shoes', 'NNS'), ('eu', 'VBD'), ('38', 'CD')]"
9783,Avengers Birthday Cake My Cakes Pinterest Birthday,"[('avengers', 'NNS'), ('birthday', 'VBP'), ('cake', 'VB'), ('my', 'PRP$'), ('cakes', 'NNS'), ('pinterest', 'VBP'), ('birthday', 'NN')]"
9784,The Delta Force Poster.jpg,"[('the', 'DT'), ('delta', 'NN'), ('force', 'NN'), ('poster.jpg', 'NN')]"
9785,Soldier Patrol Brutally Fucks This Wife,"[('soldier', 'JJR'), ('patrol', 'NN'), ('brutally', 'RB'), ('fucks', 'VBZ'), ('this', 'DT'), ('wife', 'NN')]"
9786,Harvest Time Duvet Cover by GV Cole,"[('harvest', 'NN'), ('time', 'NN'), ('duvet', 'NN'), ('cover', 'NN'), ('by', 'IN'), ('gv', 'JJ'), ('cole', 'NN')]"
9787,Click here to enlarge image and see more about item nrlecp8a: Rockwell's Seventh Heritage Series Plate The Painter,"[('click', 'NN'), ('here', 'RB'), ('to', 'TO'), ('enlarge', 'VB'), ('image', 'NN'), ('and', 'CC'), ('see', 'VB'), ('more', 'JJR'), ('about', 'IN'), ('item', 'NN'), ('nrlecp8a', 'NNS'), (':', ':'), ('rockwell', 'NN'), (""'s"", 'POS'), ('seventh', 'JJ'), ('heritage', 'NN'), ('series', 'NN'), ('plate', 'VBP'), ('the', 'DT'), ('painter', 'NN')]"
9788,distressed antique furniture. Create A Distressed Wood Finish With Varathane Ultimate Stain Antique Furniture E,"[('distressed', 'JJ'), ('antique', 'NN'), ('furniture', 'NN'), ('.', '.'), ('create', 'VB'), ('a', 'DT'), ('distressed', 'JJ'), ('wood', 'NN'), ('finish', 'NN'), ('with', 'IN'), ('varathane', 'NN'), ('ultimate', 'NN'), ('stain', 'NN'), ('antique', 'JJ'), ('furniture', 'NN'), ('e', 'NN')]"
9789,Cyber Security Effectiveness Podcast,"[('cyber', 'JJ'), ('security', 'NN'), ('effectiveness', 'NN'), ('podcast', 'NN')]"
9790,Pulses Grading Machine,"[('pulses', 'NNS'), ('grading', 'VBG'), ('machine', 'NN')]"
9791,Radiator Pet Bed by Jolly Moggy,"[('radiator', 'NN'), ('pet', 'NN'), ('bed', 'VBN'), ('by', 'IN'), ('jolly', 'RB'), ('moggy', 'NNS')]"
9792,WW2 cannon royalty free stock photography,"[('ww2', 'NN'), ('cannon', 'NN'), ('royalty', 'NN'), ('free', 'JJ'), ('stock', 'NN'), ('photography', 'NN')]"
9793,Very on point show and funny watch it #masterofnone,"[('very', 'RB'), ('on', 'IN'), ('point', 'NN'), ('show', 'NN'), ('and', 'CC'), ('funny', 'JJ'), ('watch', 'NN'), ('it', 'PRP'), ('#', '#'), ('masterofnone', 'NN')]"
9794,Your Handwriting Can Change Your Life ebook by Vimala Rodgers,"[('your', 'PRP$'), ('handwriting', 'NN'), ('can', 'MD'), ('change', 'VB'), ('your', 'PRP$'), ('life', 'NN'), ('ebook', 'NN'), ('by', 'IN'), ('vimala', 'NN'), ('rodgers', 'NNS')]"
9795,Sellotape Double Sided Tape 50mm x 33m Pack of 3 1447054,"[('sellotape', 'NN'), ('double', 'RB'), ('sided', 'VBD'), ('tape', 'NN'), ('50mm', 'CD'), ('x', 'NN'), ('33m', 'CD'), ('pack', 'NN'), ('of', 'IN'), ('3', 'CD'), ('1447054', 'CD')]"
9796,wearing irregular choice nibbles mcnutty too big,"[('wearing', 'VBG'), ('irregular', 'JJ'), ('choice', 'NN'), ('nibbles', 'NNS'), ('mcnutty', 'RB'), ('too', 'RB'), ('big', 'JJ')]"
9797,Franciscan Community of Compassion,"[('franciscan', 'JJ'), ('community', 'NN'), ('of', 'IN'), ('compassion', 'NN')]"
9798,BNB Stake - Was I Wrong? [181 BNB Staked]!!,"[('bnb', 'NNS'), ('stake', 'NN'), ('-', ':'), ('was', 'VBD'), ('i', 'JJ'), ('wrong', 'JJ'), ('?', '.'), ('[', '$'), ('181', 'CD'), ('bnb', 'NN'), ('staked', 'VBD'), (']', 'JJ'), ('!', '.'), ('!', '.')]"
