,original prompts,pos tagged prompt
9554,Writing dialogue,"[('writing', 'NN'), ('dialogue', 'NN')]"
9555,"AK0001_1981 - 4K stock footage aerial video snow covered, windswept Kenai Mountains, Alaska","[('ak0001_1981', 'CD'), ('-', 'SYM'), ('4', 'CD'), ('k', 'CD'), ('stock', 'NN'), ('footage', 'NN'), ('aerial', 'NN'), ('video', 'NN'), ('snow', 'NN'), ('covered', 'VBN'), (',', ','), ('windswept', 'JJ'), ('kenai', 'NN'), ('mountains', 'NNS'), (',', ','), ('alaska', 'NNP')]"
9556,LINE Consulting,"[('line', 'NN'), ('consulting', 'NN')]"
9557,Businessman holding social network Stock Image,"[('businessman', 'NN'), ('holding', 'VBG'), ('social', 'JJ'), ('network', 'NN'), ('stock', 'NN'), ('image', 'NN')]"
9558,"Literary New York, Susan Edmiston and Linda D. Cirino, 039524353X","[('literary', 'JJ'), ('new', 'JJ'), ('york', 'NNP'), (',', ','), ('susan', 'NNP'), ('edmiston', 'NNP'), ('and', 'CC'), ('linda', 'NNP'), ('d.', 'VBN'), ('cirino', 'NN'), (',', ','), ('039524353x', 'CD')]"
9559,scope planning and the scope statement,"[('scope', 'NN'), ('planning', 'NN'), ('and', 'CC'), ('the', 'DT'), ('scope', 'NN'), ('statement', 'NN')]"
9560,2 tickets section 447 Row 10 Dallas Cowboys vs New York Giants,"[('2', 'CD'), ('tickets', 'NNS'), ('section', 'NN'), ('447', 'CD'), ('row', 'NN'), ('10', 'CD'), ('dallas', 'NNP'), ('cowboys', 'NNS'), ('vs', 'IN'), ('new', 'JJ'), ('york', 'NNP'), ('giants', 'NNPS')]"
9561,Army Of Two The Devil's Cartel (Limited) (Xbox 360),"[('army', 'NN'), ('of', 'IN'), ('two', 'CD'), ('the', 'DT'), ('devil', 'NNP'), (""'s"", 'POS'), ('cartel', 'NN'), ('(', '-LRB-'), ('limited', 'JJ'), (')', '-RRB-'), ('(', '-LRB-'), ('xbox', 'NN'), ('360', 'CD'), (')', '-RRB-')]"
9562,"December 12, 2011; New Orleans, LA, USA; A night-time general view outside the Mercedes-Benz Superdome. The Superdome home of the New Orleans Saints will play host to the BCS Championship game and NCAA Final Four in 2012 and Super Bowl XLVII in 2013.  Mandatory Credit: Derick E. Hingle-US PRESSWIRE","[('december', 'NNP'), ('12', 'CD'), (',', ','), ('2011', 'CD'), (';', ','), ('new', 'JJ'), ('orleans', 'NNP'), (',', ','), ('la', 'NNP'), (',', ','), ('usa', 'NNP'), (';', ':'), ('a', 'DT'), ('night', 'NN'), ('-', 'HYPH'), ('time', 'NN'), ('general', 'JJ'), ('view', 'NN'), ('outside', 'IN'), ('the', 'DT'), ('mercedes', 'NNS'), ('-', 'HYPH'), ('benz', 'NNP'), ('superdome', 'NN'), ('.', '.'), ('the', 'DT'), ('superdome', 'NN'), ('home', 'NN'), ('of', 'IN'), ('the', 'DT'), ('new', 'JJ'), ('orleans', 'NNP'), ('saints', 'NNS'), ('will', 'MD'), ('play', 'VB'), ('host', 'NN'), ('to', 'IN'), ('the', 'DT'), ('bcs', 'NN'), ('championship', 'NN'), ('game', 'NN'), ('and', 'CC'), ('ncaa', 'NNP'), ('final', 'JJ'), ('four', 'CD'), ('in', 'IN'), ('2012', 'CD'), ('and', 'CC'), ('super', 'RB'), ('bowl', 'NN'), ('xlvii', 'NNP'), ('in', 'IN'), ('2013', 'CD'), ('.', '.'), ('mandatory', 'JJ'), ('credit', 'NN'), (':', ':'), ('derick', 'NNP'), ('e.', 'FW'), ('hingle', 'NNP'), ('-', 'HYPH'), ('us', 'PRP'), ('presswire', 'NN')]"
9563,Assassins Creed Odyssey Helix Credits Base Pack Xbox One,"[('assassins', 'NNS'), ('creed', 'VBP'), ('odyssey', 'NN'), ('helix', 'NN'), ('credits', 'NNS'), ('base', 'NN'), ('pack', 'NN'), ('xbox', 'NN'), ('one', 'CD')]"
9564,Leggings with Rockets,"[('leggings', 'NNS'), ('with', 'IN'), ('rockets', 'NNS')]"
9565,"News video: VIDEO: Teen boy killed trying to board bus, driver of vehicl","[('news', 'NN'), ('video', 'NN'), (':', ':'), ('video', 'NN'), (':', ':'), ('teen', 'NN'), ('boy', 'NN'), ('killed', 'VBN'), ('trying', 'VBG'), ('to', 'TO'), ('board', 'VB'), ('bus', 'NN'), (',', ','), ('driver', 'NN'), ('of', 'IN'), ('vehicl', 'NN')]"
9566,14k Rose Gold 4.50ct Amethyst 0.80ct Diamond Ring,"[('14', 'CD'), ('k', 'CD'), ('rose', 'NN'), ('gold', 'NN'), ('4.50', 'CD'), ('ct', 'NN'), ('amethyst', 'NN'), ('0.80ct', 'CD'), ('diamond', 'NN'), ('ring', 'NN')]"
9567,men take note: get this hair cut and/or be Thomas Shelby ❤️,"[('men', 'NNS'), ('take', 'VBP'), ('note', 'NN'), (':', ':'), ('get', 'VB'), ('this', 'DT'), ('hair', 'NN'), ('cut', 'VBN'), ('and', 'CC'), ('/', ','), ('or', 'CC'), ('be', 'VB'), ('thomas', 'NNP'), ('shelby', 'NNP'), ('❤️', ""''"")]"
9568,Hangzhou Asian Games signs up official airline,"[('hangzhou', 'NNP'), ('asian', 'JJ'), ('games', 'NNS'), ('signs', 'VBZ'), ('up', 'RP'), ('official', 'JJ'), ('airline', 'NN')]"
9569,Navy Blue Rope Leash for dogs,"[('navy', 'NN'), ('blue', 'JJ'), ('rope', 'NN'), ('leash', 'NN'), ('for', 'IN'), ('dogs', 'NNS')]"
9570,circle photo labels - saddle brown - scallop edge (set of 20),"[('circle', 'NN'), ('photo', 'NN'), ('labels', 'NNS'), ('-', 'HYPH'), ('saddle', 'NN'), ('brown', 'JJ'), ('-', 'HYPH'), ('scallop', 'NN'), ('edge', 'NN'), ('(', '-LRB-'), ('set', 'VBN'), ('of', 'IN'), ('20', 'CD'), (')', '-RRB-')]"
9571,Three women with long coats and berets.,"[('three', 'CD'), ('women', 'NNS'), ('with', 'IN'), ('long', 'JJ'), ('coats', 'NNS'), ('and', 'CC'), ('berets', 'NNS'), ('.', '.')]"
9572,A. Ure M. Chemical Speciation in the Environment g kirchhoff researches on the solar spectrum and the spectra of the chemical elements,"[('a.', 'LS'), ('ure', 'AFX'), ('m.', 'FW'), ('chemical', 'JJ'), ('speciation', 'NN'), ('in', 'IN'), ('the', 'DT'), ('environment', 'NN'), ('g', 'NNS'), ('kirchhoff', 'NN'), ('researches', 'NNS'), ('on', 'IN'), ('the', 'DT'), ('solar', 'JJ'), ('spectrum', 'NN'), ('and', 'CC'), ('the', 'DT'), ('spectra', 'NN'), ('of', 'IN'), ('the', 'DT'), ('chemical', 'JJ'), ('elements', 'NNS')]"
9573,"GTA 4 Disappeared From Steam, and Here's Why (News Grand Theft Auto IV)","[('gta', 'NNP'), ('4', 'CD'), ('disappeared', 'VBD'), ('from', 'IN'), ('steam', 'NN'), (',', ','), ('and', 'CC'), ('here', 'RB'), (""'s"", 'VBZ'), ('why', 'WRB'), ('(', '-LRB-'), ('news', 'NN'), ('grand', 'JJ'), ('theft', 'NN'), ('auto', 'NN'), ('iv', 'NN'), (')', '-RRB-')]"
9574,Memory Foam XL U Shape Travel Pillow Neck Support Head Rest Car Seat Cushion,"[('memory', 'NN'), ('foam', 'NN'), ('xl', 'NN'), ('u', 'NN'), ('shape', 'NN'), ('travel', 'NN'), ('pillow', 'NN'), ('neck', 'NN'), ('support', 'NN'), ('head', 'NN'), ('rest', 'NN'), ('car', 'NN'), ('seat', 'NN'), ('cushion', 'NN')]"
9575,Leonor Headband Polka Dots,"[('leonor', 'NN'), ('headband', 'NN'), ('polka', 'NN'), ('dots', 'NNS')]"
9576,canvas print of bold colorful red blue and yellow abstract,"[('canvas', 'NN'), ('print', 'NN'), ('of', 'IN'), ('bold', 'JJ'), ('colorful', 'JJ'), ('red', 'JJ'), ('blue', 'JJ'), ('and', 'CC'), ('yellow', 'JJ'), ('abstract', 'NN')]"
9577,Here is how to do it properly CRA recommends a three-step process which provides a clear paper trail of in/out financial transactions between the service provider and the charity The service provider,"[('here', 'RB'), ('is', 'VBZ'), ('how', 'WRB'), ('to', 'TO'), ('do', 'VB'), ('it', 'PRP'), ('properly', 'RB'), ('cra', 'NN'), ('recommends', 'VBZ'), ('a', 'DT'), ('three', 'CD'), ('-', 'HYPH'), ('step', 'NN'), ('process', 'NN'), ('which', 'WDT'), ('provides', 'VBZ'), ('a', 'DT'), ('clear', 'JJ'), ('paper', 'NN'), ('trail', 'NN'), ('of', 'IN'), ('in', 'IN'), ('/', ','), ('out', 'RP'), ('financial', 'JJ'), ('transactions', 'NNS'), ('between', 'IN'), ('the', 'DT'), ('service', 'NN'), ('provider', 'NN'), ('and', 'CC'), ('the', 'DT'), ('charity', 'NN'), ('the', 'DT'), ('service', 'NN'), ('provider', 'NN')]"
9578,2 Beds - Brittany Bay at 1201 Seminole Boulevard in Largo FL is a Apartment,"[('2', 'CD'), ('beds', 'NNS'), ('-', 'HYPH'), ('brittany', 'NNP'), ('bay', 'NNP'), ('at', 'IN'), ('1201', 'CD'), ('seminole', 'NNP'), ('boulevard', 'NN'), ('in', 'IN'), ('largo', 'NNP'), ('fl', 'NNP'), ('is', 'VBZ'), ('a', 'DT'), ('apartment', 'NN')]"
9579,Touchscreen Interface by JonFitzsimmons,"[('touchscreen', 'NN'), ('interface', 'NN'), ('by', 'IN'), ('jonfitzsimmons', 'NNP')]"
9580,"""Mopar 1962-72 B - Body 12"""" Big Rotor Front Disc Brake Conversion Kit 12"""" Rotors""","[('""', '``'), ('mopar', 'NN'), ('1962', 'CD'), ('-', 'HYPH'), ('72', 'CD'), ('b', 'CD'), ('-', 'HYPH'), ('body', 'NN'), ('12', 'CD'), ('""', ""''""), ('""', '``'), ('big', 'JJ'), ('rotor', 'NN'), ('front', 'JJ'), ('disc', 'NN'), ('brake', 'NN'), ('conversion', 'NN'), ('kit', 'NN'), ('12', 'CD'), ('""', ""''""), ('""', '``'), ('rotors', 'NNS'), ('""', ""''"")]"
9581,Paxton Pool Table,"[('paxton', 'NNP'), ('pool', 'NN'), ('table', 'NN')]"
9582,A customer looks at pantry items for sale at Chef Geoff's restaurant in Washington DC US on Thursday March 26 2020 As the wheels of government turn...,"[('a', 'DT'), ('customer', 'NN'), ('looks', 'VBZ'), ('at', 'IN'), ('pantry', 'NN'), ('items', 'NNS'), ('for', 'IN'), ('sale', 'NN'), ('at', 'IN'), ('chef', 'NN'), ('geoff', 'NNP'), (""'s"", 'POS'), ('restaurant', 'NN'), ('in', 'IN'), ('washington', 'NNP'), ('dc', 'NNP'), ('us', 'PRP'), ('on', 'IN'), ('thursday', 'NNP'), ('march', 'NNP'), ('26', 'CD'), ('2020', 'CD'), ('as', 'IN'), ('the', 'DT'), ('wheels', 'NNS'), ('of', 'IN'), ('government', 'NN'), ('turn', 'NN'), ('...', '.')]"
9583,It's Official: Apple Watch Nike+ Available October 28,"[('it', 'PRP'), (""'s"", 'VBZ'), ('official', 'JJ'), (':', ':'), ('apple', 'NN'), ('watch', 'NN'), ('nike', 'NN'), ('+', 'SYM'), ('available', 'JJ'), ('october', 'NNP'), ('28', 'CD')]"
9584,Barcelona landscape Spain hand drawn sketch vector image,"[('barcelona', 'NNP'), ('landscape', 'NN'), ('spain', 'NN'), ('hand', 'NN'), ('drawn', 'VBN'), ('sketch', 'NN'), ('vector', 'NN'), ('image', 'NN')]"
9585,Polo Ralph Lauren - Cashmere Classic Cable Gloves,"[('polo', 'NN'), ('ralph', 'NNP'), ('lauren', 'NN'), ('-', 'HYPH'), ('cashmere', 'NN'), ('classic', 'JJ'), ('cable', 'NN'), ('gloves', 'NNS')]"
9586,Cast Iron Bench,"[('cast', 'VB'), ('iron', 'NN'), ('bench', 'NN')]"
9587,Gold Fish Outsider Comforters,"[('gold', 'NN'), ('fish', 'NN'), ('outsider', 'NN'), ('comforters', 'NNS')]"
9588,1969 Topps The Mod Squad (2) Proof Cards #35,"[('1969', 'CD'), ('topps', 'VBZ'), ('the', 'DT'), ('mod', 'NN'), ('squad', 'NN'), ('(', '-LRB-'), ('2', 'LS'), (')', '-RRB-'), ('proof', 'NN'), ('cards', 'NNS'), ('#', 'NN'), ('35', 'CD')]"
9589,Samsung Galaxy Watch - Full Announcement,"[('samsung', 'NNP'), ('galaxy', 'NN'), ('watch', 'NN'), ('-', 'HYPH'), ('full', 'JJ'), ('announcement', 'NN')]"
9590,"""""""2017 Year text/""""""""Trust in Jehovah and do what is good."""""""" —Psalm 37:3.""""""","[('""', '``'), ('""', '``'), ('""', '``'), ('2017', 'CD'), ('year', 'NN'), ('text', 'NN'), ('/', ','), ('""', ""''""), ('""', '``'), ('""', ""''""), ('""', '``'), ('trust', 'VB'), ('in', 'IN'), ('jehovah', 'NNP'), ('and', 'CC'), ('do', 'VB'), ('what', 'WP'), ('is', 'VBZ'), ('good', 'JJ'), ('.', '.'), ('""', ""''""), ('""', ""''""), ('""', ""''""), ('""', ""''""), ('—', ':'), ('psalm', 'NN'), ('37:3', 'CD'), ('.', '.'), ('""', ""''""), ('""', ""''""), ('""', ""''"")]"
9591,Charming S Redondo Beach Studio Houses For Rent In,"[('charming', 'JJ'), ('s', 'POS'), ('redondo', 'NNP'), ('beach', 'NN'), ('studio', 'NN'), ('houses', 'NNS'), ('for', 'IN'), ('rent', 'NN'), ('in', 'IN')]"
9592,Wine glass and fruits Print by Jose Valeriano,"[('wine', 'NN'), ('glass', 'NN'), ('and', 'CC'), ('fruits', 'NNS'), ('print', 'NN'), ('by', 'IN'), ('jose', 'NNP'), ('valeriano', 'NNP')]"
9593,Twitter user narrates how his mother has been casting out demon from an owl that missed its way,"[('twitter', 'NNP'), ('user', 'NN'), ('narrates', 'VBZ'), ('how', 'WRB'), ('his', 'PRP$'), ('mother', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('casting', 'VBG'), ('out', 'RP'), ('demon', 'NN'), ('from', 'IN'), ('an', 'DT'), ('owl', 'NN'), ('that', 'WDT'), ('missed', 'VBD'), ('its', 'PRP$'), ('way', 'NN')]"
9594,ScienceWiz™ Light Kit,"[('sciencewiz™', 'LS'), ('light', 'NN'), ('kit', 'NN')]"
9595,Cartoon scary Halloween house with funny ghosts vector image,"[('cartoon', 'NN'), ('scary', 'JJ'), ('halloween', 'NN'), ('house', 'NN'), ('with', 'IN'), ('funny', 'JJ'), ('ghosts', 'NNS'), ('vector', 'NN'), ('image', 'NN')]"
9596,"Kris Humphries: Happy, Focused on Basketball","[('kris', 'NNP'), ('humphries', 'NNP'), (':', ':'), ('happy', 'JJ'), (',', ','), ('focused', 'VBN'), ('on', 'IN'), ('basketball', 'NN')]"
9597,David Ortiz single beats Yankees Game 5 ALCS 2004 Video,"[('david', 'NNP'), ('ortiz', 'NNP'), ('single', 'JJ'), ('beats', 'VBZ'), ('yankees', 'NNS'), ('game', 'NN'), ('5', 'CD'), ('alcs', 'NNS'), ('2004', 'CD'), ('video', 'NN')]"
9598,adidas Originals EQT Equipment Support RF ch solid grey-dgh solid grey-lgh solid grey,"[('adidas', 'NN'), ('originals', 'NNS'), ('eqt', 'NN'), ('equipment', 'NN'), ('support', 'NN'), ('rf', 'NN'), ('ch', 'NN'), ('solid', 'JJ'), ('grey', 'NN'), ('-', 'HYPH'), ('dgh', 'NN'), ('solid', 'JJ'), ('grey', 'NN'), ('-', 'HYPH'), ('lgh', 'NN'), ('solid', 'JJ'), ('grey', 'NN')]"
9599,"Picture of 1993 BMW M5 RWD, exterior, gallery_worthy","[('picture', 'NN'), ('of', 'IN'), ('1993', 'CD'), ('bmw', 'NN'), ('m5', 'NN'), ('rwd', 'NN'), (',', ','), ('exterior', 'NN'), (',', ','), ('gallery_worthy', 'JJ')]"
9600,Mini Dress Stripe,"[('mini', 'NN'), ('dress', 'NN'), ('stripe', 'NN')]"
9601,The Busy Guide To Looking Great Fashion the busy s complete fashion guide to reppin every,"[('the', 'DT'), ('busy', 'JJ'), ('guide', 'NN'), ('to', 'IN'), ('looking', 'VBG'), ('great', 'JJ'), ('fashion', 'NN'), ('the', 'DT'), ('busy', 'JJ'), ('s', 'POS'), ('complete', 'JJ'), ('fashion', 'NN'), ('guide', 'NN'), ('to', 'TO'), ('reppin', 'VB'), ('every', 'DT')]"
9602,"2016 Jeep Patriot North **HIGH ALTITUDE, TOIT, BANC CHAUFFANT**","[('2016', 'CD'), ('jeep', 'NN'), ('patriot', 'NN'), ('north', 'NNP'), ('**', 'NFP'), ('high', 'JJ'), ('altitude', 'NN'), (',', ','), ('toit', 'NN'), (',', ','), ('banc', 'FW'), ('chauffant', 'NN'), ('**', 'NFP')]"
9603,Vollrath Intrigue 17 Qt Stainless Steel Sauce Pot - Vollrath Cookware,"[('vollrath', 'NNP'), ('intrigue', 'NN'), ('17', 'CD'), ('qt', 'NN'), ('stainless', 'JJ'), ('steel', 'NN'), ('sauce', 'NN'), ('pot', 'NN'), ('-', 'HYPH'), ('vollrath', 'NN'), ('cookware', 'NN')]"
9604,"Spyder Performance GS Race Suit (Previous Season), Vonn 3, 256","[('spyder', 'NN'), ('performance', 'NN'), ('gs', 'NN'), ('race', 'NN'), ('suit', 'NN'), ('(', '-LRB-'), ('previous', 'JJ'), ('season', 'NN'), (')', '-RRB-'), (',', ','), ('vonn', 'NNP'), ('3', 'CD'), (',', ','), ('256', 'CD')]"
9605,Image titled Create a List of Rhyming Words for a Poem or Song Step 10,"[('image', 'NN'), ('titled', 'VBN'), ('create', 'VB'), ('a', 'DT'), ('list', 'NN'), ('of', 'IN'), ('rhyming', 'VBG'), ('words', 'NNS'), ('for', 'IN'), ('a', 'DT'), ('poem', 'NN'), ('or', 'CC'), ('song', 'NN'), ('step', 'NN'), ('10', 'CD')]"
9606,Wrought Iron Panel,"[('wrought', 'VBN'), ('iron', 'NN'), ('panel', 'NN')]"
9607,"Acadiana Table: Cajun and Creole Home Cooking from the Heart of Louisiana, Graha","[('acadiana', 'NNP'), ('table', 'NN'), (':', ':'), ('cajun', 'NN'), ('and', 'CC'), ('creole', 'JJ'), ('home', 'NN'), ('cooking', 'VBG'), ('from', 'IN'), ('the', 'DT'), ('heart', 'NN'), ('of', 'IN'), ('louisiana', 'NNP'), (',', ','), ('graha', 'NNP')]"
9608,Luus 807107 900mm CS/RS cabinet bench and shelf pictured,"[('luus', 'NNP'), ('807107', 'CD'), ('900', 'CD'), ('mm', 'NN'), ('cs/rs', 'NN'), ('cabinet', 'NN'), ('bench', 'NN'), ('and', 'CC'), ('shelf', 'NN'), ('pictured', 'VBN')]"
9609,"2022 Ski-Doo MXZ X-RS 850 E-TEC ES w/ Smart-Shox, RipSaw 1.25 w/ Premium Color Display in Sully, Iowa - Photo 1","[('2022', 'CD'), ('ski', 'NNP'), ('-doo', 'NNP'), ('mxz', 'NNP'), ('x-rs', 'NNS'), ('850', 'CD'), ('e-tec', 'NN'), ('es', 'NNS'), ('w/', 'SYM'), ('smart', 'NN'), ('-', 'HYPH'), ('shox', 'NN'), (',', ','), ('ripsaw', 'NN'), ('1.25', 'CD'), ('w/', 'SYM'), ('premium', 'JJ'), ('color', 'NN'), ('display', 'NN'), ('in', 'IN'), ('sully', 'NN'), (',', ','), ('iowa', 'NNP'), ('-', 'HYPH'), ('photo', 'NN'), ('1', 'CD')]"
9610,30 Grey Natural Stone Bathroom Tiles Ideas And Pictures,"[('30', 'CD'), ('grey', 'NN'), ('natural', 'JJ'), ('stone', 'NN'), ('bathroom', 'NN'), ('tiles', 'NNS'), ('ideas', 'NNS'), ('and', 'CC'), ('pictures', 'NNS')]"
9611,Bed in a Townhouse LUCENA QUEZON,"[('bed', 'NN'), ('in', 'IN'), ('a', 'DT'), ('townhouse', 'NN'), ('lucena', 'NNP'), ('quezon', 'NNP')]"
9612,4120 Ювелирные стразы Сваровски Light Azore (18х13 мм) (large_import_files_63_63deadd7d8b311e2a090001e676f3543_c8eb860ac12d492481ea18631e7e3ff6),"[('4120', 'CD'), ('ювелирные', 'NN'), ('стразы', 'NNP'), ('сваровски', 'FW'), ('light', 'NN'), ('azore', 'NN'), ('(', '-LRB-'), ('18х13', 'CD'), ('мм', 'NN'), (')', '-RRB-'), ('(', '-LRB-'), ('large_import_files_63_63deadd7d8b311e2a090001e676f3543_c8eb860ac12d492481ea18631e7e3ff6', 'NNP'), (')', '-RRB-')]"
9613,Butcher and The Chef,"[('butcher', 'NN'), ('and', 'CC'), ('the', 'DT'), ('chef', 'NN')]"
9614,Get the Ringside Set for free! : PUBATTLEGROUNDS,"[('get', 'VB'), ('the', 'DT'), ('ringside', 'NN'), ('set', 'NN'), ('for', 'IN'), ('free', 'JJ'), ('!', '.'), (':', ':'), ('pubattlegrounds', 'NNS')]"
9615,12080x18 62P Tube Type Kenda K270 Dual Sport Rear Tire for Cannondale C440 2002,"[('12080x18', 'CD'), ('62', 'CD'), ('p', 'NN'), ('tube', 'NN'), ('type', 'NN'), ('kenda', 'NN'), ('k270', 'CD'), ('dual', 'JJ'), ('sport', 'NN'), ('rear', 'NN'), ('tire', 'NN'), ('for', 'IN'), ('cannondale', 'NNP'), ('c440', 'CD'), ('2002', 'CD')]"
9616,Night Time Swimming Pool ~ Myakka River Motorcoach Resort,"[('night', 'NN'), ('time', 'NN'), ('swimming', 'NN'), ('pool', 'NN'), ('~', 'NFP'), ('myakka', 'NNP'), ('river', 'NN'), ('motorcoach', 'NN'), ('resort', 'NN')]"
9617,Dongle with 6ft CooSpo USB ANT Extension Cable Compatible with Zwift TrainerRoad Wahoo Garmin Cycleops Trainer Rouvy TacX Sufferfest PerfPRO,"[('dongle', 'NN'), ('with', 'IN'), ('6ft', 'JJ'), ('coospo', 'NN'), ('usb', 'NN'), ('ant', 'NN'), ('extension', 'NN'), ('cable', 'NN'), ('compatible', 'VBN'), ('with', 'IN'), ('zwift', 'NN'), ('trainerroad', 'NN'), ('wahoo', 'NN'), ('garmin', 'NN'), ('cycleops', 'NN'), ('trainer', 'NN'), ('rouvy', 'JJ'), ('tacx', 'NN'), ('sufferfest', 'NN'), ('perfpro', 'NN')]"
9618,"3614 Pine Chase Dr, Pearland, TX 77581","[('3614', 'CD'), ('pine', 'NN'), ('chase', 'NN'), ('dr', 'NNP'), (',', ','), ('pearland', 'NNP'), (',', ','), ('tx', 'NNP'), ('77581', 'CD')]"
9619,CANNES PALM BEACH - APPARTREMENT 3 PIECES - RESIDENCE AVEC PISCINE picture 6,"[('cannes', 'NNP'), ('palm', 'NN'), ('beach', 'NN'), ('-', 'HYPH'), ('appartrement', 'NN'), ('3', 'CD'), ('pieces', 'NNS'), ('-', 'HYPH'), ('residence', 'NN'), ('avec', 'NN'), ('piscine', 'NN'), ('picture', 'NN'), ('6', 'CD')]"
9620,HipHouse / Atelier Kempe Thill,"[('hiphouse', 'NN'), ('/', ','), ('atelier', 'NN'), ('kempe', 'NNP'), ('thill', 'NNP')]"
9621,Panasonic Open Golf Championship 2017 (Graphic: Business Wire),"[('panasonic', 'NNP'), ('open', 'JJ'), ('golf', 'NN'), ('championship', 'NN'), ('2017', 'CD'), ('(', '-LRB-'), ('graphic', 'JJ'), (':', ':'), ('business', 'NN'), ('wire', 'NN'), (')', '-RRB-')]"
9622,WOOL LEATHER VARSITY JACKET,"[('wool', 'NN'), ('leather', 'NN'), ('varsity', 'NN'), ('jacket', 'NN')]"
9623,Quote byThoreau: It's not what you look at that Metal Ornament,"[('quote', 'NN'), ('bythoreau', 'NN'), (':', ':'), ('it', 'PRP'), (""'s"", 'VBZ'), ('not', 'RB'), ('what', 'WP'), ('you', 'PRP'), ('look', 'VBP'), ('at', 'IN'), ('that', 'DT'), ('metal', 'NN'), ('ornament', 'NN')]"
9624,How Create Resume For A Job by Help Me Create A Resume Best Free Resume Collection,"[('how', 'WRB'), ('create', 'VB'), ('resume', 'NN'), ('for', 'IN'), ('a', 'DT'), ('job', 'NN'), ('by', 'TO'), ('help', 'VB'), ('me', 'PRP'), ('create', 'VB'), ('a', 'DT'), ('resume', 'NN'), ('best', 'JJS'), ('free', 'JJ'), ('resume', 'NN'), ('collection', 'NN')]"
9625,Brothers in Arms,"[('brothers', 'NNS'), ('in', 'IN'), ('arms', 'NNS')]"
9626,Head coach Heiko Herrlich of Bochum looks dejected next to Philipp Boenig after losing the Bundesliga match between VfL Bochum and VfB Stuttgart at...,"[('head', 'NN'), ('coach', 'NN'), ('heiko', 'NNP'), ('herrlich', 'NN'), ('of', 'IN'), ('bochum', 'NNP'), ('looks', 'VBZ'), ('dejected', 'VBN'), ('next', 'RB'), ('to', 'IN'), ('philipp', 'NNP'), ('boenig', 'NN'), ('after', 'IN'), ('losing', 'VBG'), ('the', 'DT'), ('bundesliga', 'NN'), ('match', 'NN'), ('between', 'IN'), ('vfl', 'NNP'), ('bochum', 'NNP'), ('and', 'CC'), ('vfb', 'NNP'), ('stuttgart', 'NNP'), ('at', 'IN'), ('...', '.')]"
9627,collection of apple recipe images with sign saying 15 of the best apple recipes,"[('collection', 'NN'), ('of', 'IN'), ('apple', 'NN'), ('recipe', 'NN'), ('images', 'NNS'), ('with', 'IN'), ('sign', 'NN'), ('saying', 'VBG'), ('15', 'CD'), ('of', 'IN'), ('the', 'DT'), ('best', 'JJS'), ('apple', 'NN'), ('recipes', 'NNS')]"
9628,CBVMC72016_A_Very_Merry_Christmas_Collection_Kit_F,"[('cbvmc72016_a_very_merry_christmas_collection_kit_f', 'ADD')]"
9629,Love this 4th of July Mantel,"[('love', 'VB'), ('this', 'DT'), ('4th', 'NN'), ('of', 'IN'), ('july', 'JJ'), ('mantel', 'NN')]"
9630,African woman listening to music with earphones and smartphone Style Joy Happy Beautiful Hair and hairstyles Music Sports Telephone PDA Technology Human being,"[('african', 'JJ'), ('woman', 'NN'), ('listening', 'VBG'), ('to', 'IN'), ('music', 'NN'), ('with', 'IN'), ('earphones', 'NNS'), ('and', 'CC'), ('smartphone', 'NN'), ('style', 'NN'), ('joy', 'NN'), ('happy', 'JJ'), ('beautiful', 'JJ'), ('hair', 'NN'), ('and', 'CC'), ('hairstyles', 'NNS'), ('music', 'NN'), ('sports', 'NNS'), ('telephone', 'NN'), ('pda', 'NN'), ('technology', 'NN'), ('human', 'JJ'), ('being', 'NN')]"
9631,Hip dysplasia Royalty Free Stock Photo,"[('hip', 'JJ'), ('dysplasia', 'NN'), ('royalty', 'NN'), ('free', 'JJ'), ('stock', 'NN'), ('photo', 'NN')]"
9632,"Dinosaur Coloring Book: Adorable Children s Book for Kids Ages 4-8 | With Cute Dino Illustrations Including T-Rex, Triceratops, Stegosaurus, Brachiosaurus and more","[('dinosaur', 'NN'), ('coloring', 'NN'), ('book', 'NN'), (':', ':'), ('adorable', 'JJ'), ('children', 'NNS'), ('s', 'POS'), ('book', 'NN'), ('for', 'IN'), ('kids', 'NNS'), ('ages', 'NNS'), ('4', 'CD'), ('-', 'SYM'), ('8', 'CD'), ('|', ':'), ('with', 'IN'), ('cute', 'JJ'), ('dino', 'NN'), ('illustrations', 'NNS'), ('including', 'VBG'), ('t-rex', 'NN'), (',', ','), ('triceratops', 'NNS'), (',', ','), ('stegosaurus', 'NN'), (',', ','), ('brachiosaurus', 'NN'), ('and', 'CC'), ('more', 'JJR')]"
9633,Ready to shop? The duo were seen shopping at Marshalls and Rusty's Discount Pet Supply & Grooming store,"[('ready', 'JJ'), ('to', 'TO'), ('shop', 'VB'), ('?', '.'), ('the', 'DT'), ('duo', 'NN'), ('were', 'VBD'), ('seen', 'VBN'), ('shopping', 'VBG'), ('at', 'IN'), ('marshalls', 'NNS'), ('and', 'CC'), ('rusty', 'NN'), (""'s"", 'POS'), ('discount', 'NN'), ('pet', 'NN'), ('supply', 'NN'), ('&', 'CC'), ('grooming', 'NN'), ('store', 'NN')]"
